,,,,,,,,,,,,,,,,,,
p247,[p207,p206,p196,p222,],0,3126.04,,p247,[p207,p206,p196,p222,],0,3126.04,247,247
p248,[p202,p210,p214,p243,],33,3125.58,,p248,[p202,p210,p214,p243,],33,3125.58,248,248
p249,[p211,p210,p220,p203,],0,3126.1,,p249,[p211,p210,p220,p203,],0,3126.1,249,249
p250,[p203,p207,p248,p202,],0,3125.04,,p250,[p203,p207,p248,p202,],0,3125.04,250,250
p251,[p202,p248,p214,p243,],8,3125.9,,p251,[p202,p248,p214,p243,],8,3125.9,251,251
p252,[p242,p222,p207,p214,],0,3127.27,,p252,[p242,p222,p207,p214,],0,3127.27,252,252
p253,[p243,p248,p210,p214,],2,3125.88,,p253,[p243,p248,p210,p214,],2,3125.88,253,253
p254,[p243,p202,p248,p251,],0,3125.62,,p254,[p243,p202,p248,p251,],0,3125.62,254,254
p255,[p222,p202,p248,p210,],0,3124.92,,p255,[p222,p202,p248,p210,],0,3124.92,255,255
p256,[p292,p290,p313,p319,],0,3190.78,,p256,[p292,p290,p313,p319,],0,3190.78,256,256
p257,[p292,p269,p319,p316,],0,3190.83,,p257,[p292,p269,p319,p316,],0,3190.83,257,257
p258,[p319,p316,p293,p269,],6,3190.07,,p258,[p319,p316,p293,p269,],6,3190.07,258,258
p259,[p261,p262,p267,p258,],0,3191.11,,p259,[p261,p262,p267,p258,],0,3191.11,259,259
p260,[p293,p313,p319,p316,],0,3190.24,,p260,[p293,p313,p319,p316,],0,3190.24,260,260
p261,[p316,p293,p319,p269,],13,3189.96,,p261,[p316,p293,p319,p269,],13,3189.96,261,261
